meta_industry,col,count
Transportation and Logistics,ACE Certified Medical Exercise Specialist,1
Healthcare and Medical,Bids & Tenders,1
Retail and Consumer Goods,"Policy Analyst at Mountain West Farm Bureau, Laramie, Wyoming",1
Media and Entertainment,Quote creation,1
Education and Training,Project Manager,2
Services,Protecting Assets in the NISP,1
Manufacturing,"Experience with PCB debug, analog/digital circuit design, and test fixture design",1
Manufacturing,"Electronics I, II",1
Education and Training,Building Damage Assessment,1
Education and Training,Assessment/evaluation of academic programs,1
Education and Training,"Coordinating promotion campaigns, event planning, market research",1
Education and Training,Collaboration,3
Transportation and Logistics,Superintendent Operations,1
Transportation and Logistics,"Excellent communication skills in both oral and written; also, presentation skill",1
Healthcare and Medical,Language & Cultural Assistant in Spain,1
Services,Industry-specific video creation,1
Real Estate and Construction,"Construction, Real Estate Development",1
Education and Training,Walk-in Support,1
Education and Training,TESOL certification,1
Education and Training,"Presents solutions, clarifies strategy, and consults in selection.",1
Retail and Consumer Goods,Paperwork,1
Services,Experience as program and project manager,1
Manufacturing,BeamGage,1
Manufacturing,15+ years of experience,4
Retail and Consumer Goods,Keyholder,1
Technology,Human Resources specialization,1
Education and Training,First Aid/CPR/AED,1
Education and Training,Heterogeneous Graph Neural Networks,1
Education and Training,"Parent Coach, ONE PATH research program",1
Education and Training,Eager to learn,4
Education and Training,Neural Control of Movement Biomechanics,1
Education and Training,Data science interest,1
Education and Training,Security,1
Education and Training,Briefing preparation and delivery,1
Education and Training,Mellon Foundation post-doctoral Fellowship 2020-2021,1
Education and Training,Time and motion studies,1
Manufacturing,Electrical,1
Transportation and Logistics,Project Management Skills for Leaders,1
Transportation and Logistics,Collaborative Influencing,1
Transportation and Logistics,O&M,1
Services,20 Years of experience,1
Services,Supporting user experience innovation,1
Technology,Intern,1
Education and Training,Follows up after delivery for revisions based on additional needs.,1
Services,Project Management Professional (PMP)®,1
Services,CAMS certification,1
Manufacturing,Matlab,2
Technology,Waterfall and Agile,1
Technology,QuarkXpress,1
Education and Training,"Strategic/operational planning, academic program management",1
Education and Training,Variational quantum algorithms,1
Education and Training,Motor Learning and Generalization,1
Education and Training,CPR Certified,1
Retail and Consumer Goods,Nonprofit administration,1
Transportation and Logistics,"Passenger Conductor CFR 49, Part 242",1
Transportation and Logistics,Team leader managing physical assets,1
Transportation and Logistics,"Microsoft Office (Word, Excel, PowerPoint, Outlook)",1
Transportation and Logistics,Teamwork,1
Healthcare and Medical,Excellent organizational and multi-tasking skills,1
Healthcare and Medical,Meeting planning experience,1
Media and Entertainment,Developed automation and acceleration tools for digital metadata review and delivery,1
Media and Entertainment,"BFA, Communication Design (Parsons The New School for Design)",1
Education and Training,Improving Your Online Course,1
Services,Recent two-year Fellowship for the Center for Security Policy Studies,1
Services,National Society of Collegiate Scholars Member,1
Services,Led large-scale ERP and EPM implementations,1
Services,AWS Certified DevOps Engineer – Professional,1
Services,Many years of experience,1
Retail and Consumer Goods,Process Development,1
Retail and Consumer Goods,Business Process Improvement,1
Technology,"Benefits Strategy and Administration, 12+ years",1
Education and Training,"Coursework included data analysis, entry, research projects, statistical and economic analysis, and theoretical practice",1
Education and Training,Leadership development,2
Education and Training,Earth and Mineral Sciences First Year Seminar,1
Education and Training,Biosafety level 2 laboratory,1
Education and Training,"Prison Education Program (Oregon State), The Pachaysana Foundation (Ecuador)",1
Technology,Short deadlines,1
Transportation and Logistics,Vulnerability mitigation,1
Services,Professionalism,1
Education and Training,Creative Problem Solving,1
Education and Training,Storytelling centered marketing,1
Retail and Consumer Goods,Interested in the growth and inclusion of individuals,1
Services,Medical industry financial services professional,1
Technology,SQL Reporting Services,1
Healthcare and Medical,"Creating Behavioral Change, Foundations of Project Management, Biomedical Human Research Course, Biomedical Responsible Conduct of Research Course",1
Education and Training,3+ years experience,3
Education and Training,Basic Applied Data Analysis in Agricultural and Extension Education,1
Education and Training,Oil and Gas Reservoir Fundamentals,1
Education and Training,Architecture,1
Transportation and Logistics,2+ years of experience,1
Transportation and Logistics,"Transportation, Finance, Telecommunication, and non-profit organizations",1
Transportation and Logistics,Cultural/global competence,1
Transportation and Logistics,BS in Business Administration,1
Services,Entergy Power Safe,1
Services,0 years of experience,3
Services,Positive and bubbly personality,1
Miscellaneous,Self-starter who enjoys working independently with team support,1
Transportation and Logistics,Organizational Leadership,1
Real Estate and Construction,Design Conception,1
Services,Talent Sourcing certification,1
Education and Training,HRIS,2
Services,International Visit Requests,1
Services,Systems transitions,1
Services,"Health Promotion, Education, and Behavior MPH",1
Services,Landscape Solutions,1
Manufacturing,M. Eng in Environmental Engineering (Hons),1
Retail and Consumer Goods,Graphic Design,3
Retail and Consumer Goods,Building strong relationships,1
Technology,"Detail-oriented, energetic, and results-driven",1
Healthcare and Medical,Biomedical Engineer,1
Education and Training,n-alkanes,1
Education and Training,Data assimilation,1
Education and Training,"5G, HTTP, SSH, FTP, TCP (Protocol Experience)",1
Education and Training,Machine learning in IoT,1
Education and Training,Research methods experience,1
Education and Training,Analyst’s Notebook,1
Services,"BS in Managerial Economics, Business Economics Emphasis",1
Transportation and Logistics,Economics,1
Services,Content Marketing,1
Services,Constructively implement feedback,1
Media and Entertainment,5+ years Agile Software Project Management experience,1
Education and Training,Educator,3
Transportation and Logistics,I.T. background,1
Education and Training,Public relations,3
Education and Training,Member of Accounting Society and Financial Planning Club,1
Services,Banking Analyst,1
Services,"Program/project oversight, management, planning, development",1
Services,HCPCS,1
Services,Advocating for reproductive health rights,1
Services,Certified ScrumMaster® (CSM®),1
Services,Commercial landscaping,1
Manufacturing,Rational ClearCase/MultiSite 2.0 to present 8.0,1
Services,Performing under Pressure,1
Education and Training,"Professional Master of Architecture with a concentration in Urbanism, 2021, University of Illinois Urbana Champaign",1
Education and Training,Information Processing Theory,1
Healthcare and Medical,Influence and negotiation,1
Services,CAD field experience,1
Transportation and Logistics,SR. PRINCIPAL QA/SYSTEM ENGINEER,1
Media and Entertainment,Bloomberg,1
Services,"Prior experience as a research lead, policy advisor, project management and executive leadership consultant",1
Manufacturing,Computer Systems Organization,1
Education and Training,Achievement Motivation,1
Education and Training,Inferential Statistics,1
Education and Training,"Courses in higher education assessment, development, and administration",1
Education and Training,Lighting Design,1
Retail and Consumer Goods,Strengthening individual capacities and institutions,1
Transportation and Logistics,MSSC and FIRST AID CPR course,1
Transportation and Logistics,Cybersecurity,1
Retail and Consumer Goods,"Information security risk assessments, objective and priority determination",1
Retail and Consumer Goods,Retail experience,1
